study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB6610	SAMEA2657031	ERS491798	ERX521416	ERR562384	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562384/ERR562384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562384/ERR562384_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562384/ERR562384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562384/ERR562384_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ATCOSW_6_1_64MD3AAXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ATCOSW_6_2_64MD3AAXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ATCOSW_6_1_64MD3AAXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ATCOSW_6_2_64MD3AAXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562384	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562384		
PRJEB6610	SAMEA2621412	ERS490896	ERX521497	ERR562385	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562385/ERR562385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562385/ERR562385_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562385/ERR562385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562385/ERR562385_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARKOSW_5_1_64MD3AAXX.IND11.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARKOSW_5_2_64MD3AAXX.IND11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARKOSW_5_1_64MD3AAXX.IND11.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARKOSW_5_2_64MD3AAXX.IND11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562385	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562385		
PRJEB6610	SAMEA2621209	ERS490553	ERX521571	ERR562386	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562386/ERR562386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562386/ERR562386_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562386/ERR562386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562386/ERR562386_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKKOSW_3_1_70H17AAXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKKOSW_3_2_70H17AAXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKKOSW_3_1_70H17AAXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKKOSW_3_2_70H17AAXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562386	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562386		
PRJEB6610	SAMEA2656979	ERS491070	ERX521683	ERR562387	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562387/ERR562387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562387/ERR562387_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562387/ERR562387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562387/ERR562387_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASLOSW_1_1_70DGUAAXX.IND11.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASLOSW_1_2_70DGUAAXX.IND11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASLOSW_1_1_70DGUAAXX.IND11.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASLOSW_1_2_70DGUAAXX.IND11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562387	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562387		
PRJEB6610	SAMEA2657007	ERS490063	ERX521711	ERR562388	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562388/ERR562388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562388/ERR562388_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562388/ERR562388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562388/ERR562388_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKCOSW_8_1_64MD3AAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKCOSW_8_2_64MD3AAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKCOSW_8_1_64MD3AAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKCOSW_8_2_64MD3AAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562388	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562388		
PRJEB6610	SAMEA2657043	ERS492946	ERX521642	ERR562389	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562389/ERR562389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562389/ERR562389_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562389/ERR562389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562389/ERR562389_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDROSW_3_1_64L7PAAXX.IND6.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDROSW_3_2_64L7PAAXX.IND6.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDROSW_3_1_64L7PAAXX.IND6.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDROSW_3_2_64L7PAAXX.IND6.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562389	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562389		
PRJEB6610	SAMEA2622347	ERS492188	ERX521723	ERR562390	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562390/ERR562390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562390/ERR562390_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562390/ERR562390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562390/ERR562390_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMQOSW_2_1_70DGUAAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMQOSW_2_2_70DGUAAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMQOSW_2_1_70DGUAAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMQOSW_2_2_70DGUAAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562390	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562390		
PRJEB6610	SAMEA2620010	ERS488809	ERX521701	ERR562391	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562391/ERR562391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562391/ERR562391_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562391/ERR562391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562391/ERR562391_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGFOSW_1_1_64MD3AAXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGFOSW_1_2_64MD3AAXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGFOSW_1_1_64MD3AAXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGFOSW_1_2_64MD3AAXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562391	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562391		
PRJEB6610	SAMEA2619878	ERS488648	ERX521481	ERR562392	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562392/ERR562392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562392/ERR562392_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562392/ERR562392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562392/ERR562392_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFROSW_6_1_D0803ACXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFROSW_6_2_D0803ACXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFROSW_6_1_D0803ACXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFROSW_6_2_D0803ACXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562392	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562392		
PRJEB6610	SAMEA2620205	ERS489054	ERX521628	ERR562393	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562393/ERR562393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562393/ERR562393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562393/ERR562393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562393/ERR562393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AHKOSW_7_1_70DGUAAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AHKOSW_7_2_70DGUAAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AHKOSW_7_1_70DGUAAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AHKOSW_7_2_70DGUAAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562393	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562393		
PRJEB6610	SAMEA2619398	ERS487921	ERX521685	ERR562394	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562394/ERR562394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562394/ERR562394_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562394/ERR562394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562394/ERR562394_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ATLOSW_7_1_64MD3AAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ATLOSW_7_2_64MD3AAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ATLOSW_7_1_64MD3AAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ATLOSW_7_2_64MD3AAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562394	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562394		
PRJEB6610	SAMEA2656974	ERS489132	ERX521746	ERR562395	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562395/ERR562395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562395/ERR562395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562395/ERR562395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562395/ERR562395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMBOSW_5_1_70H17AAXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMBOSW_5_2_70H17AAXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMBOSW_5_1_70H17AAXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMBOSW_5_2_70H17AAXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562395	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562395		
PRJEB6610	SAMEA2620011	ERS488810	ERX521485	ERR562396	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562396/ERR562396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562396/ERR562396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562396/ERR562396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562396/ERR562396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGGOSW_6_1_D0803ACXX.IND12.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGGOSW_6_2_D0803ACXX.IND12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGGOSW_6_1_D0803ACXX.IND12.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGGOSW_6_2_D0803ACXX.IND12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562396	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562396		
PRJEB6610	SAMEA2657067	ERS490683	ERX521630	ERR562397	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562397/ERR562397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562397/ERR562397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562397/ERR562397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562397/ERR562397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ANROSW_3_1_64MD3AAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ANROSW_3_2_64MD3AAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ANROSW_3_1_64MD3AAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ANROSW_3_2_64MD3AAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562397	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562397		
PRJEB6610	SAMEA2620418	ERS489329	ERX521650	ERR562398	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562398/ERR562398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562398/ERR562398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562398/ERR562398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562398/ERR562398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ATHOSW_7_1_64MD3AAXX.IND2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ATHOSW_7_2_64MD3AAXX.IND2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ATHOSW_7_1_64MD3AAXX.IND2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ATHOSW_7_2_64MD3AAXX.IND2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562398	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562398		
PRJEB6610	SAMEA2620581	ERS489596	ERX521581	ERR562399	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562399/ERR562399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562399/ERR562399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562399/ERR562399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562399/ERR562399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQBOSW_3_1_64MD3AAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQBOSW_3_2_64MD3AAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQBOSW_3_1_64MD3AAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQBOSW_3_2_64MD3AAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562399	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562399		
PRJEB6610	SAMEA2657056	ERS489122	ERX521455	ERR562400	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562400/ERR562400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562400/ERR562400_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562400/ERR562400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562400/ERR562400_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMAOSW_5_1_70H17AAXX.IND2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMAOSW_5_2_70H17AAXX.IND2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMAOSW_5_1_70H17AAXX.IND2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMAOSW_5_2_70H17AAXX.IND2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562400	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562400		
PRJEB6610	SAMEA2621169	ERS490490	ERX521592	ERR562401	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562401/ERR562401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562401/ERR562401_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562401/ERR562401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562401/ERR562401_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQMOSW_4_1_64MD3AAXX.IND6.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQMOSW_4_2_64MD3AAXX.IND6.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQMOSW_4_1_64MD3AAXX.IND6.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQMOSW_4_2_64MD3AAXX.IND6.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562401	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562401		
PRJEB6610	SAMEA2657102	ERS490712	ERX521582	ERR562402	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562402/ERR562402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562402/ERR562402_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562402/ERR562402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562402/ERR562402_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_APAOSW_4_1_64MD3AAXX.IND1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_APAOSW_4_2_64MD3AAXX.IND1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_APAOSW_4_1_64MD3AAXX.IND1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_APAOSW_4_2_64MD3AAXX.IND1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562402	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562402		
PRJEB6610	SAMEA2657109	ERS492751	ERX521587	ERR562403	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562403/ERR562403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562403/ERR562403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562403/ERR562403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562403/ERR562403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBKOSW_5_1_64F3FAAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBKOSW_5_2_64F3FAAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBKOSW_5_1_64F3FAAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBKOSW_5_2_64F3FAAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562403	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562403		
PRJEB6610	SAMEA2621520	ERS491055	ERX521466	ERR562404	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562404/ERR562404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562404/ERR562404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562404/ERR562404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562404/ERR562404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASMOSW_6_1_64MD3AAXX.IND11.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASMOSW_6_2_64MD3AAXX.IND11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASMOSW_6_1_64MD3AAXX.IND11.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASMOSW_6_2_64MD3AAXX.IND11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562404	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562404		
PRJEB6610	SAMEA2619754	ERS488460	ERX521427	ERR562405	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562405/ERR562405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562405/ERR562405_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562405/ERR562405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562405/ERR562405_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BATOSW_3_1_64L7PAAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BATOSW_3_2_64L7PAAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BATOSW_3_1_64L7PAAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BATOSW_3_2_64L7PAAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562405	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562405		
